#Genome,TE,Weight_count,Weight_length
Caenorhabditis_sp29,hAT-Ac,894,293360
Caenorhabditis_sp29,hAT-Blackjack,43,10652
Caenorhabditis_sp29,hAT-Charlie,633,118058
Caenorhabditis_sp29,hAT-Pegasus,1,104
Caenorhabditis_sp29,hAT-Tag1,92,16336
Caenorhabditis_sp29,hAT-Tip100,200,77425
Caenorhabditis_sp29,hAT-hAT19,20,4602
Caenorhabditis_sp29,hAT-hAT5,10,2947
Caenorhabditis_sp29,hAT-hATm,420,114561
Caenorhabditis_sp29,hAT-hATw,28,5764
Caenorhabditis_sp29,hAT-hATx,57,11361
Caenorhabditis_sp29,hAT-hobo,15,5247
Caenorhabditis_sp31,Academ,6,1088
Caenorhabditis_sp31,Academ-1,91,29199
Caenorhabditis_sp31,Academ-2,3,348
Caenorhabditis_sp31,Academ-H,2,213
Caenorhabditis_sp31,Alu,22,3353
Caenorhabditis_sp31,B4,5,1656
Caenorhabditis_sp31,Bhikhari,1,131
Caenorhabditis_sp31,CMC-Chapaev,155,24348
Caenorhabditis_sp31,CMC-Chapaev-3,32,20140
Caenorhabditis_sp31,CMC-EnSpm,695,164023
Caenorhabditis_sp31,CMC-Mirage,1,583
Caenorhabditis_sp31,CMC-Transib,18,3425
Caenorhabditis_sp31,CR1,1728,476400
Caenorhabditis_sp31,CR1-Zenon,1,135
Caenorhabditis_sp31,CRE-Ambal,7,1805
Caenorhabditis_sp31,CRE-Odin,16,6464
Caenorhabditis_sp31,Caulimovirus,47,16158
Caenorhabditis_sp31,Copia,2126,658332
Caenorhabditis_sp31,Crypton,5,1099
Caenorhabditis_sp31,Crypton-A,3,565
Caenorhabditis_sp31,Crypton-H,2,431
Caenorhabditis_sp31,Crypton-S,6,1678
Caenorhabditis_sp31,Crypton-V,77,21235
Caenorhabditis_sp31,DIRS,16,4907
Caenorhabditis_sp31,DNA,463,102910
Caenorhabditis_sp31,Dada,3,455
Caenorhabditis_sp31,Dong-R4,62,18756
Caenorhabditis_sp31,ERV-Foamy,77,21945
Caenorhabditis_sp31,ERV1,241,132682
Caenorhabditis_sp31,ERV4,3,487
Caenorhabditis_sp31,ERVK,263,85120
Caenorhabditis_sp31,ERVL,5,1021
Caenorhabditis_sp31,ERVL-MaLR,1,113
Caenorhabditis_sp31,Ginger,2021,773660
Caenorhabditis_sp31,Gypsy,5706,1800818
Caenorhabditis_sp31,Gypsy-Troyka,40,10315
Caenorhabditis_sp31,Helitron,740,227987
Caenorhabditis_sp31,I,100,28530
Caenorhabditis_sp31,I-Jockey,49,10065
Caenorhabditis_sp31,ID,1,122
Caenorhabditis_sp31,Jockey,17,3216
Caenorhabditis_sp31,Kolobok,5,655
Caenorhabditis_sp31,Kolobok-E,7,1437
Caenorhabditis_sp31,Kolobok-H,10,1420
Caenorhabditis_sp31,Kolobok-Hydra,70,24968
Caenorhabditis_sp31,Kolobok-T2,196,44372
Caenorhabditis_sp31,L1,1434,554603
Caenorhabditis_sp31,L1-DRE,148,40354
Caenorhabditis_sp31,L1-Tx1,214,83746
Caenorhabditis_sp31,L2,865,267122
Caenorhabditis_sp31,LOA,1,104
Caenorhabditis_sp31,LTR,2,317
Caenorhabditis_sp31,MIR,2,213
Caenorhabditis_sp31,MULE,12,3733
Caenorhabditis_sp31,MULE-F,5,673
Caenorhabditis_sp31,MULE-MuDR,2094,586178
Caenorhabditis_sp31,MULE-NOF,277,58348
Caenorhabditis_sp31,Maverick,488,168399
Caenorhabditis_sp31,Merlin,134,33821
Caenorhabditis_sp31,MuLE-MuDR,2,217
Caenorhabditis_sp31,Ngaro,22,9496
Caenorhabditis_sp31,P,65,16415
Caenorhabditis_sp31,P-Fungi,19,2841
Caenorhabditis_sp31,PIF-HarbS,95,64056
Caenorhabditis_sp31,PIF-Harbinger,148,38043
Caenorhabditis_sp31,PIF-ISL2EU,125,40957
Caenorhabditis_sp31,PIF-Spy,4,558
Caenorhabditis_sp31,Pao,710,274159
Caenorhabditis_sp31,Penelope,76,35916
Caenorhabditis_sp31,PiggyBac,193,48485
Caenorhabditis_sp31,PiggyBac-A,28,11687
Caenorhabditis_sp31,PiggyBac-X,1,138
Caenorhabditis_sp31,Proto2,3,552
Caenorhabditis_sp31,R1,125,41953
Caenorhabditis_sp31,R1-LOA,54,13159
Caenorhabditis_sp31,R2,10,1364
Caenorhabditis_sp31,R2-Hero,7,2008
Caenorhabditis_sp31,R2-NeSL,37,29736
Caenorhabditis_sp31,RTE-BovB,114,37612
Caenorhabditis_sp31,RTE-ORTE,36,6529
Caenorhabditis_sp31,RTE-RTE,52,22921
Caenorhabditis_sp31,RTE-X,65,20531
Caenorhabditis_sp31,Rex-Babar,1,126
Caenorhabditis_sp31,Sola,60,32612
Caenorhabditis_sp31,Sola-1,259,70481
Caenorhabditis_sp31,Sola-2,509,225764
Caenorhabditis_sp31,Sola-3,13,2937
Caenorhabditis_sp31,Tad1,72,17196
Caenorhabditis_sp31,TcMar,15,2750
Caenorhabditis_sp31,TcMar-Fot1,54,29120
Caenorhabditis_sp31,TcMar-ISRm11,24,4260
Caenorhabditis_sp31,TcMar-Mariner,147,84943
Caenorhabditis_sp31,TcMar-Pogo,7,1133
Caenorhabditis_sp31,TcMar-Sagan,1,147
Caenorhabditis_sp31,TcMar-Tc1,902,256163
Caenorhabditis_sp31,TcMar-Tc2,224,46644
Caenorhabditis_sp31,TcMar-Tc4,253,73199
Caenorhabditis_sp31,TcMar-Tigger,6,733
Caenorhabditis_sp31,TcMar-m44,3,492
Caenorhabditis_sp31,Zator,83,24596
Caenorhabditis_sp31,Zisupton,73,16857
Caenorhabditis_sp31,hAT,284,84562
Caenorhabditis_sp31,hAT-Ac,565,240508
Caenorhabditis_sp31,hAT-Blackjack,13,3324
Caenorhabditis_sp31,hAT-Charlie,119,53688
Caenorhabditis_sp31,hAT-Tag1,36,7993
Caenorhabditis_sp31,hAT-Tip100,190,56021
Caenorhabditis_sp31,hAT-hAT19,57,23791
Caenorhabditis_sp31,hAT-hAT5,1,133
Caenorhabditis_sp31,hAT-hATm,564,152383
Caenorhabditis_sp31,hAT-hATw,6,1143
Caenorhabditis_sp31,hAT-hATx,43,8924
Caenorhabditis_sp31,hAT-hobo,2,378
Caenorhabditis_sp32,Academ,6,997
Caenorhabditis_sp32,Academ-1,46,9724
Caenorhabditis_sp32,Academ-2,1,209
Caenorhabditis_sp32,Academ-H,1,187
Caenorhabditis_sp32,B4,5,1575
Caenorhabditis_sp32,Bhikhari,7,1024
Caenorhabditis_sp32,CMC-Chapaev,65,12352
Caenorhabditis_sp32,CMC-Chapaev-3,6,2083
Caenorhabditis_sp32,CMC-EnSpm,529,122081
Caenorhabditis_sp32,CMC-Mirage,2,518
Caenorhabditis_sp32,CMC-Transib,29,5408
Caenorhabditis_sp32,CR1,390,118536
Caenorhabditis_sp32,CR1-Zenon,1,208
Caenorhabditis_sp32,CRE-Ambal,17,8363
Caenorhabditis_sp32,Caulimovirus,45,8949
Caenorhabditis_sp32,Copia,1282,403755
Caenorhabditis_sp32,Crypton,5,2075
Caenorhabditis_sp32,Crypton-A,16,1951
Caenorhabditis_sp32,Crypton-C,3,350
Caenorhabditis_sp32,Crypton-H,14,1971
Caenorhabditis_sp32,Crypton-R,1,107
Caenorhabditis_sp32,Crypton-S,36,10878
Caenorhabditis_sp32,Crypton-V,23,5859
Caenorhabditis_sp32,Crypton-X,44,27834
Caenorhabditis_sp32,DIRS,139,47645
Caenorhabditis_sp32,DNA,946,202346
Caenorhabditis_sp32,Dada,8,1625
Caenorhabditis_sp32,Dualen,4,691
Caenorhabditis_sp32,ERV-Foamy,5,1292
Caenorhabditis_sp32,ERV1,195,33609
Caenorhabditis_sp32,ERV4,58,15524
Caenorhabditis_sp32,ERVK,84,20345
Caenorhabditis_sp32,ERVL,9,1717
Caenorhabditis_sp32,ERVL-MaLR,2,214
Caenorhabditis_sp32,Ginger,9,1050
Caenorhabditis_sp32,Gypsy,4343,1374267
Caenorhabditis_sp32,Helitron,574,202161
Caenorhabditis_sp32,Helitron-2,19,2645
Caenorhabditis_sp32,I,67,15653
Caenorhabditis_sp32,I-Jockey,38,9314
Caenorhabditis_sp32,ID,1,109
Caenorhabditis_sp32,Jockey,43,9256
Caenorhabditis_sp32,Kolobok,19,4299
Caenorhabditis_sp32,Kolobok-E,9,1634
Caenorhabditis_sp32,Kolobok-H,8,1220
Caenorhabditis_sp32,Kolobok-Hydra,40,7259
Caenorhabditis_sp32,Kolobok-T2,90,18250
Caenorhabditis_sp32,L1,775,214582
Caenorhabditis_sp32,L1-DRE,9,1802
Caenorhabditis_sp32,L1-Tx1,134,23131
Caenorhabditis_sp32,L2,497,163600
Caenorhabditis_sp32,LINE,1,108
Caenorhabditis_sp32,LTR,24,5457
Caenorhabditis_sp32,MIR,1,115
Caenorhabditis_sp32,MULE,5,879
Caenorhabditis_sp32,MULE-F,1,115
Caenorhabditis_sp32,MULE-MuDR,733,170133
Caenorhabditis_sp32,MULE-NOF,14,2434
Caenorhabditis_sp32,Maverick,447,137545
Caenorhabditis_sp32,Merlin,24,3513
Caenorhabditis_sp32,MuLE-MuDR,9,1156
Caenorhabditis_sp32,Ngaro,14,4404
Caenorhabditis_sp32,P,164,34861
Caenorhabditis_sp32,P-Fungi,5,553
Caenorhabditis_sp32,PIF-HarbS,22,4058
Caenorhabditis_sp32,PIF-Harbinger,174,45944
Caenorhabditis_sp32,PIF-ISL2EU,25,4308
Caenorhabditis_sp32,PIF-Spy,6,1041
Caenorhabditis_sp32,Pao,925,302510
Caenorhabditis_sp32,Penelope,93,19101
Caenorhabditis_sp32,PiggyBac,70,14261
Caenorhabditis_sp32,PiggyBac-A,2,689
Caenorhabditis_sp32,PiggyBac-X,20,3850
Caenorhabditis_sp32,Proto1,1,125
Caenorhabditis_sp32,Proto2,2,221
Caenorhabditis_sp32,R1,107,40404
Caenorhabditis_sp32,R1-LOA,3,335
Caenorhabditis_sp32,R2,6,1049
Caenorhabditis_sp32,R2-Hero,5,1721
Caenorhabditis_sp32,R2-NeSL,192,61571
Caenorhabditis_sp32,RTE-BovB,53,18635
Caenorhabditis_sp32,RTE-ORTE,2,249
Caenorhabditis_sp32,RTE-RTE,536,202646
Caenorhabditis_sp32,RTE-X,21,5778
Caenorhabditis_sp32,Rex-Babar,123,47253
Caenorhabditis_sp32,Sola,2,229
Caenorhabditis_sp32,Sola-1,14,5888
Caenorhabditis_sp32,Sola-2,185,34688
Caenorhabditis_sp32,Sola-3,25,6521
Caenorhabditis_sp32,Tad1,43,10180
Caenorhabditis_sp32,TcMar,14,3860
Caenorhabditis_sp32,TcMar-Fot1,25,5221
Caenorhabditis_sp32,TcMar-ISRm11,33,5750
Caenorhabditis_sp32,TcMar-Mariner,425,92983
Caenorhabditis_sp32,TcMar-Pogo,1,156
Caenorhabditis_sp32,TcMar-Stowaway,1,100
Caenorhabditis_sp32,TcMar-Tc1,1209,327757
Caenorhabditis_sp32,TcMar-Tc2,266,54544
Caenorhabditis_sp32,TcMar-Tc4,67,10054
Caenorhabditis_sp32,TcMar-Tigger,18,3796
Caenorhabditis_sp32,TcMar-m44,18,4614
Caenorhabditis_sp32,Zator,2,204
Caenorhabditis_sp32,Zisupton,7,1361
Caenorhabditis_sp32,hAT,487,121705
Caenorhabditis_sp32,hAT-Ac,411,93782
Caenorhabditis_sp32,hAT-Blackjack,27,7136
Caenorhabditis_sp32,hAT-Charlie,65,19507
Caenorhabditis_sp32,hAT-Tag1,127,45421
Caenorhabditis_sp32,hAT-Tip100,56,12597
Caenorhabditis_sp32,hAT-hAT19,15,3574
Caenorhabditis_sp32,hAT-hAT5,11,4212
Caenorhabditis_sp32,hAT-hATm,132,38102
Caenorhabditis_sp32,hAT-hATw,6,3256
Caenorhabditis_sp32,hAT-hATx,30,4480
Caenorhabditis_sp32,hAT-hobo,16,8234
Caenorhabditis_sp34,Academ,6,1140
Caenorhabditis_sp34,Academ-1,43,15362
Caenorhabditis_sp34,B4,4,1076
Caenorhabditis_sp34,Bhikhari,2,412
Caenorhabditis_sp34,CMC-Chapaev,240,71167
Caenorhabditis_sp34,CMC-Chapaev-3,5,3325
Caenorhabditis_sp34,CMC-EnSpm,2018,880365
Caenorhabditis_sp34,CMC-Mirage,3,873
Caenorhabditis_sp34,CMC-Transib,264,53708
Caenorhabditis_sp34,CR1,1992,593224
Caenorhabditis_sp34,CR1-Zenon,1,125
Caenorhabditis_sp34,CRE-Ambal,14,6988
Caenorhabditis_sp34,Caulimovirus,141,20623
Caenorhabditis_sp34,Copia,1435,493927
Caenorhabditis_sp34,Crypton,5,1872
Caenorhabditis_sp34,Crypton-C,1,136
Caenorhabditis_sp34,Crypton-H,6,1543
Caenorhabditis_sp34,Crypton-S,8,1471
Caenorhabditis_sp34,Crypton-V,45,29067
Caenorhabditis_sp34,DIRS,136,58652
Caenorhabditis_sp34,DNA,1885,584684
Caenorhabditis_sp34,Dada,5,818
Caenorhabditis_sp34,Dong-R4,9,2817
Caenorhabditis_sp34,ERV1,392,129255
Caenorhabditis_sp34,ERV4,3,763
Caenorhabditis_sp34,ERVK,140,78431
Caenorhabditis_sp34,ERVL,4,595
Caenorhabditis_sp34,Ginger,5,687
Caenorhabditis_sp34,Gypsy,5306,2147756
Caenorhabditis_sp34,Gypsy-Cigr,1,110
Caenorhabditis_sp34,Helitron,2797,717359
Caenorhabditis_sp34,I,80,20248
Caenorhabditis_sp34,I-Jockey,73,28430
Caenorhabditis_sp34,ID,1,121
Caenorhabditis_sp34,IS3EU,3,333
Caenorhabditis_sp34,Jockey,14,2244
Caenorhabditis_sp34,Kolobok,18,3886
Caenorhabditis_sp34,Kolobok-E,8,1506
Caenorhabditis_sp34,Kolobok-H,4,712
Caenorhabditis_sp34,Kolobok-Hydra,61,20239
Caenorhabditis_sp34,Kolobok-T2,892,324315
Caenorhabditis_sp34,L1,1541,465209
Caenorhabditis_sp34,L1-DRE,155,19315
Caenorhabditis_sp34,L1-Tx1,754,176591
Caenorhabditis_sp34,L1-Zorro,31,7740
Caenorhabditis_sp34,L2,1892,700445
Caenorhabditis_sp34,LINE,1,106
Caenorhabditis_sp34,LTR,23,4902
Caenorhabditis_sp34,MIR,1,101
Caenorhabditis_sp34,MULE,3,588
Caenorhabditis_sp34,MULE-MuDR,745,240746
Caenorhabditis_sp34,MULE-NOF,4,643
Caenorhabditis_sp34,Maverick,1623,348889
Caenorhabditis_sp34,Merlin,2558,606359
Caenorhabditis_sp34,MuLE-MuDR,595,193668
Caenorhabditis_sp34,Ngaro,7,1635
Caenorhabditis_sp34,P,44,13632
Caenorhabditis_sp34,PIF-HarbS,7,1220
Caenorhabditis_sp34,PIF-Harbinger,1711,382978
Caenorhabditis_sp34,PIF-ISL2EU,39,6903
Caenorhabditis_sp34,PIF-Spy,122,22686
Caenorhabditis_sp34,Pao,2242,1481694
Caenorhabditis_sp34,Penelope,408,125918
Caenorhabditis_sp34,PiggyBac,577,144186
Caenorhabditis_sp34,PiggyBac-A,3,659
Caenorhabditis_sp34,Proto2,2,315
Caenorhabditis_sp34,R1,67,27816
Caenorhabditis_sp34,R2-Hero,6,1307
Caenorhabditis_sp34,R2-NeSL,62,37219
Caenorhabditis_sp34,RTE-BovB,225,80465
Caenorhabditis_sp34,RTE-ORTE,26,8362
Caenorhabditis_sp34,RTE-RTE,6390,2255080
Caenorhabditis_sp34,RTE-X,259,151471
Caenorhabditis_sp34,Rex-Babar,4,982
Caenorhabditis_sp34,Sola,91,48638
Caenorhabditis_sp34,Sola-1,60,25467
Caenorhabditis_sp34,Sola-2,233,50123
Caenorhabditis_sp34,Sola-3,292,58534
Caenorhabditis_sp34,Tad1,29,5791
Caenorhabditis_sp34,TcMar,19,3948
Caenorhabditis_sp34,TcMar-Ant1,54,23651
Caenorhabditis_sp34,TcMar-Cweed,1,101
Caenorhabditis_sp34,TcMar-Fot1,2612,822387
Caenorhabditis_sp34,TcMar-ISRm11,457,113495
Caenorhabditis_sp34,TcMar-Mariner,3480,1563464
Caenorhabditis_sp34,TcMar-Pogo,59,24465
Caenorhabditis_sp34,TcMar-Stowaway,57,21901
Caenorhabditis_sp34,TcMar-Tc1,21356,8063748
Caenorhabditis_sp34,TcMar-Tc2,1135,401037
Caenorhabditis_sp34,TcMar-Tc4,2376,910532
Caenorhabditis_sp34,TcMar-Tigger,791,213159
Caenorhabditis_sp34,TcMar-m44,309,147468
Caenorhabditis_sp34,Zator,45,8144
Caenorhabditis_sp34,Zisupton,4,944
Caenorhabditis_sp34,hAT,1735,493502
Caenorhabditis_sp34,hAT-Ac,1163,298259
Caenorhabditis_sp34,hAT-Blackjack,64,25688
Caenorhabditis_sp34,hAT-Charlie,136,30423
Caenorhabditis_sp34,hAT-Pegasus,31,8333
Caenorhabditis_sp34,hAT-Tag1,520,102490
Caenorhabditis_sp34,hAT-Tip100,182,83250
Caenorhabditis_sp34,hAT-hAT1,2197,421982
Caenorhabditis_sp34,hAT-hAT19,23,3314
Caenorhabditis_sp34,hAT-hAT5,23,13398
Caenorhabditis_sp34,hAT-hATm,295,122388
Caenorhabditis_sp34,hAT-hATw,5,522
Caenorhabditis_sp34,hAT-hATx,268,47776
Caenorhabditis_sp34,hAT-hobo,12,15548
Caenorhabditis_sp38,Academ,43,22118
Caenorhabditis_sp38,Academ-1,49,25626
Caenorhabditis_sp38,Academ-2,1,114
Caenorhabditis_sp38,Academ-H,2,310
Caenorhabditis_sp38,B4,12,3225
Caenorhabditis_sp38,Bhikhari,4,547
Caenorhabditis_sp38,CMC-Chapaev,117,32988
Caenorhabditis_sp38,CMC-Chapaev-3,122,35641
Caenorhabditis_sp38,CMC-EnSpm,1976,514770
Caenorhabditis_sp38,CMC-Mirage,2,552
Caenorhabditis_sp38,CMC-Transib,539,105411
Caenorhabditis_sp38,CR1,820,393685
Caenorhabditis_sp38,CR1-Zenon,35,22061
Caenorhabditis_sp38,CRE-Ambal,11,4262
Caenorhabditis_sp38,Caulimovirus,46,9842
Caenorhabditis_sp38,Copia,3964,1011760
Caenorhabditis_sp38,Crypton,6,1130
Caenorhabditis_sp38,Crypton-A,8,1015
Caenorhabditis_sp38,Crypton-C,1,133
Caenorhabditis_sp38,Crypton-F,12,4724
Caenorhabditis_sp38,Crypton-H,5,910
Caenorhabditis_sp38,Crypton-S,18,2755
Caenorhabditis_sp38,Crypton-V,73,40583
Caenorhabditis_sp38,DIRS,190,76361
Caenorhabditis_sp38,DNA,1888,450617
Caenorhabditis_sp38,Dada,25,4375
Caenorhabditis_sp38,Dong-R4,2,236
Caenorhabditis_sp38,ERV,1,124
Caenorhabditis_sp38,ERV1,751,272556
Caenorhabditis_sp38,ERV4,35,9797
Caenorhabditis_sp38,ERVK,143,41796
Caenorhabditis_sp38,ERVL,11,2149
Caenorhabditis_sp38,ERVL-MaLR,2,297
Caenorhabditis_sp38,Ginger,31,5391
Caenorhabditis_sp38,Gypsy,4657,1590481
Caenorhabditis_sp38,Helitron,1328,391124
Caenorhabditis_sp38,I,508,149123
Caenorhabditis_sp38,I-Jockey,30,5999
Caenorhabditis_sp38,ID,1,101
Caenorhabditis_sp38,IS3EU,38,13385
Caenorhabditis_sp38,Jockey,29,4743
Caenorhabditis_sp38,Kolobok,101,45903
Caenorhabditis_sp38,Kolobok-E,13,2502
Caenorhabditis_sp38,Kolobok-H,8,1083
Caenorhabditis_sp38,Kolobok-Hydra,20,2920
Caenorhabditis_sp38,Kolobok-T2,261,61672
Caenorhabditis_sp38,L1,2050,579050
Caenorhabditis_sp38,L1-DRE,750,148330
Caenorhabditis_sp38,L1-Tx1,814,287675
Caenorhabditis_sp38,L2,1435,433317
Caenorhabditis_sp38,LINE,2,222
Caenorhabditis_sp38,LOA,1,103
Caenorhabditis_sp38,LTR,4,546
Caenorhabditis_sp38,MIR,2,240
Caenorhabditis_sp38,MULE,10,1810
Caenorhabditis_sp38,MULE-F,1,200
Caenorhabditis_sp38,MULE-MuDR,2655,594917
Caenorhabditis_sp38,MULE-NOF,6,1010
Caenorhabditis_sp38,Maverick,420,112891
Caenorhabditis_sp38,Merlin,292,59504
Caenorhabditis_sp38,MuLE-MuDR,166,48756
Caenorhabditis_sp38,Ngaro,30,7699
Caenorhabditis_sp38,P,161,49032
Caenorhabditis_sp38,P-Fungi,3,341
Caenorhabditis_sp38,PIF-HarbS,16,3062
Caenorhabditis_sp38,PIF-Harbinger,255,70346
Caenorhabditis_sp38,PIF-ISL2EU,76,31155
Caenorhabditis_sp38,PIF-Spy,5,783
Caenorhabditis_sp38,Pao,977,384381
Caenorhabditis_sp38,Penelope,314,128708
Caenorhabditis_sp38,PiggyBac,362,72451
Caenorhabditis_sp38,PiggyBac-A,8,2089
Caenorhabditis_sp38,PiggyBac-X,95,53462
Caenorhabditis_sp38,Proto2,24,12328
Caenorhabditis_sp38,R1,78,18174
Caenorhabditis_sp38,R1-LOA,1,118
Caenorhabditis_sp38,R2,52,30424
Caenorhabditis_sp38,R2-Hero,5,949
Caenorhabditis_sp38,R2-NeSL,34,11357
Caenorhabditis_sp38,RTE-BovB,194,62613
Caenorhabditis_sp38,RTE-ORTE,9,1131
Caenorhabditis_sp38,RTE-RTE,252,177834
Caenorhabditis_sp38,RTE-X,128,36441
Caenorhabditis_sp38,Rex-Babar,1,132
Caenorhabditis_sp38,Sola-1,113,42408
Caenorhabditis_sp38,Sola-2,712,134837
Caenorhabditis_sp38,Sola-3,64,20459
Caenorhabditis_sp38,Tad1,271,48712
Caenorhabditis_sp38,TcMar,25,4551
Caenorhabditis_sp38,TcMar-Ant1,29,16595
Caenorhabditis_sp38,TcMar-Fot1,426,283737
Caenorhabditis_sp38,TcMar-ISRm11,36,5764
Caenorhabditis_sp38,TcMar-Mariner,465,225025
Caenorhabditis_sp38,TcMar-Pogo,373,61885
Caenorhabditis_sp38,TcMar-Tc1,1162,337194
Caenorhabditis_sp38,TcMar-Tc2,123,31393
Caenorhabditis_sp38,TcMar-Tc4,2413,528121
Caenorhabditis_sp38,TcMar-Tigger,62,21202
Caenorhabditis_sp38,TcMar-m44,4,816
Caenorhabditis_sp38,Zator,24,12076
Caenorhabditis_sp38,Zisupton,6,929
Caenorhabditis_sp38,hAT,633,296353
Caenorhabditis_sp38,hAT-Ac,1589,482338
Caenorhabditis_sp38,hAT-Blackjack,69,26567
Caenorhabditis_sp38,hAT-Charlie,307,65275
Caenorhabditis_sp38,hAT-Pegasus,248,40318
Caenorhabditis_sp38,hAT-Tag1,335,79427
Caenorhabditis_sp38,hAT-Tip100,493,158516
Caenorhabditis_sp38,hAT-hAT19,88,53009
Caenorhabditis_sp38,hAT-hAT5,109,14625
Caenorhabditis_sp38,hAT-hATm,539,155680
Caenorhabditis_sp38,hAT-hATw,10,1494
Caenorhabditis_sp38,hAT-hATx,69,17545
Caenorhabditis_sp38,hAT-hobo,50,24025
Caenorhabditis_sp39,Academ,10,1907
Caenorhabditis_sp39,Academ-1,36,5756
Caenorhabditis_sp39,Academ-2,1,101
Caenorhabditis_sp39,B4,11,2585
Caenorhabditis_sp39,Bhikhari,5,1031
Caenorhabditis_sp39,CMC-Chapaev,97,15066
Caenorhabditis_sp39,CMC-Chapaev-3,3,1108
Caenorhabditis_sp39,CMC-EnSpm,1528,331141
Caenorhabditis_sp39,CMC-Mirage,37,12551
Caenorhabditis_sp39,CMC-Transib,123,23231
Caenorhabditis_sp39,CR1,343,106140
Caenorhabditis_sp39,CRE-Ambal,19,7475
Caenorhabditis_sp39,Caulimovirus,348,71432
Caenorhabditis_sp39,Copia,1495,427118
Caenorhabditis_sp39,Crypton,7,2700
Caenorhabditis_sp39,Crypton-A,21,2605
Caenorhabditis_sp39,Crypton-C,3,481
Caenorhabditis_sp39,Crypton-H,14,2124
Caenorhabditis_sp39,Crypton-S,8,1994
Caenorhabditis_sp39,Crypton-V,47,13733
Caenorhabditis_sp39,DIRS,50,23454
Caenorhabditis_sp39,DNA,2000,398720
Caenorhabditis_sp39,Dada,18,3065
Caenorhabditis_sp39,Deceiver,1,103
Caenorhabditis_sp39,Dong-R4,1,102
Caenorhabditis_sp39,Dualen,7,2379
Caenorhabditis_sp39,ERV-Foamy,2,709
Caenorhabditis_sp39,ERV1,111,20634
Caenorhabditis_sp39,ERV4,10,1956
Caenorhabditis_sp39,ERVK,173,44600
Caenorhabditis_sp39,ERVL,10,1374
Caenorhabditis_sp39,Ginger,10,1381
Caenorhabditis_sp39,Gypsy,4576,1230142
Caenorhabditis_sp39,Gypsy-Cigr,1,121
Caenorhabditis_sp39,Helitron,1032,264794
Caenorhabditis_sp39,I,241,52972
Caenorhabditis_sp39,I-Jockey,71,14628
Caenorhabditis_sp39,ID,2,266
Caenorhabditis_sp39,IS3EU,1,127
Caenorhabditis_sp39,Jockey,43,8002
Caenorhabditis_sp39,Kolobok,88,16081
Caenorhabditis_sp39,Kolobok-E,15,2878
Caenorhabditis_sp39,Kolobok-H,43,8163
Caenorhabditis_sp39,Kolobok-Hydra,80,15351
Caenorhabditis_sp39,Kolobok-T2,190,44810
Caenorhabditis_sp39,L1,1352,393510
Caenorhabditis_sp39,L1-DRE,2,547
Caenorhabditis_sp39,L1-Tx1,409,85131
Caenorhabditis_sp39,L2,503,131616
Caenorhabditis_sp39,LINE,1,211
Caenorhabditis_sp39,LOA,1,104
Caenorhabditis_sp39,LTR,7,1319
Caenorhabditis_sp39,MIR,1,120
Caenorhabditis_sp39,MULE,9,2052
Caenorhabditis_sp39,MULE-MuDR,1180,314798
Caenorhabditis_sp39,MULE-NOF,143,31000
Caenorhabditis_sp39,Maverick,347,72598
Caenorhabditis_sp39,Merlin,28,4438
Caenorhabditis_sp39,MuLE-MuDR,3,348
Caenorhabditis_sp39,Ngaro,44,8599
Caenorhabditis_sp39,P,164,54596
Caenorhabditis_sp39,P-Fungi,56,9584
Caenorhabditis_sp39,PIF-HarbS,31,5520
Caenorhabditis_sp39,PIF-Harbinger,189,52446
Caenorhabditis_sp39,PIF-ISL2EU,32,7031
Caenorhabditis_sp39,PIF-Spy,56,8578
Caenorhabditis_sp39,Pao,505,160335
Caenorhabditis_sp39,Penelope,157,37876
Caenorhabditis_sp39,PiggyBac,361,68277
Caenorhabditis_sp39,PiggyBac-A,2,769
Caenorhabditis_sp39,Proto2,2,219
Caenorhabditis_sp39,R1,175,61270
Caenorhabditis_sp39,R1-LOA,3,319
Caenorhabditis_sp39,R2,5,997
Caenorhabditis_sp39,R2-Hero,10,1981
Caenorhabditis_sp39,R2-NeSL,146,71548
Caenorhabditis_sp39,RTE-BovB,81,51677
Caenorhabditis_sp39,RTE-ORTE,2,235
Caenorhabditis_sp39,RTE-RTE,175,56708
Caenorhabditis_sp39,RTE-X,84,13338
Caenorhabditis_sp39,Sola,1,132
Caenorhabditis_sp39,Sola-1,61,15644
Caenorhabditis_sp39,Sola-2,537,129136
Caenorhabditis_sp39,Sola-3,245,65024
Caenorhabditis_sp39,Tad1,110,16672
Caenorhabditis_sp39,TcMar,38,7383
Caenorhabditis_sp39,TcMar-Fot1,19,4296
Caenorhabditis_sp39,TcMar-ISRm11,73,11097
Caenorhabditis_sp39,TcMar-Mariner,181,30053
Caenorhabditis_sp39,TcMar-Pogo,1,121
Caenorhabditis_sp39,TcMar-Stowaway,3,334
Caenorhabditis_sp39,TcMar-Tc1,1268,256999
Caenorhabditis_sp39,TcMar-Tc2,1200,235578
Caenorhabditis_sp39,TcMar-Tc4,258,68384
Caenorhabditis_sp39,TcMar-Tigger,9,2234
Caenorhabditis_sp39,TcMar-m44,35,8380
Caenorhabditis_sp39,Zator,6,687
Caenorhabditis_sp39,Zisupton,28,4541
Caenorhabditis_sp39,hAT,340,74488
Caenorhabditis_sp39,hAT-Ac,841,236030
