ID,repname_RM,repname_blast,ident,eval,alignmentlength,bitscore,score,rm_repname,mc,x,y,repname_RM4,fc
L1MA9_chr2:124726585-124728484,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,505.2663,1078.4109,L1MA,43
L1MA9_chr2:124848113-124849719,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,844.5095,1048.3949,L1MA,43
L1MA9_chr2:125735877-125739142,L1MA9,L1PB3,72.706,2.90e-61,839,230,124,L1MA9,394,474.70258,1233.9976,L1MA,43
L1MA9_chr2:125739712-125741602,L1MA9,L1MA5,78.659,0.0,1476,915,495,L1MA9,394,589.1773,1194.7295,L1MA,43
L1MA9_chr2:126020282-126021052,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,875.1777,1161.1995,L1MA,43
L1MA9_chr2:128530908-128531636,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,678.0443,964.4966,L1MA,43
L1MA9_chr2:128531924-128532426,L1MA9,L1MA3,77.931,5.53e-71,435,259,140,L1MA9,394,568.55945,1278.3682,L1MA,43
L1MA9_chr2:129012506-129014134,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,663.50354,1331.7467,L1MA,43
L1MA9_chr2:129145130-129146336,L1MA9,L1MA5,78.571,2.00e-158,910,551,298,L1MA9,394,661.30786,1284.5417,L1MA,43
L1MA9_chr2:129266806-129268831,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,438.45477,441.77527,L1MA,43
L1MA9_chr2:129269180-129270891,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,600.16345,986.7776,L1MA,43
L1MA9_chr2:129271195-129273261,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,940.8801,1173.2844,L1MA,43
L1MA9_chr2:129494420-129495097,L1MA9,L1PA14,72.689,1.05e-14,238,73.1,39,L1MA9,394,827.78235,983.27686,L1MA,43
L1MA9_chr2:129621583-129622323,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,926.5615,1048.5905,L1MA,43
L1MA9_chr2:130346923-130347508,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,795.1527,1219.6727,L1MA,43
L1MA9_chr2:132088827-132090960,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,790.7531,1212.352,L1MA,43
L1MA9_chr2:132404870-132406732,L1MA9,L1MA5,79.871,0.0,1545,1086,588,L1MA9,394,682.46094,1356.3142,L1MA,43
L1MA9_chr2:133795784-133798077,L1MA9,L1PB3,79.508,4.66e-18,122,86.1,46,L1MA9,394,625.7412,1432.2146,L1MA,43
L1MA9_chr2:134414497-134415992,L1MA9,L1MA5,78.281,0.0,1059,649,351,L1MA9,394,667.0807,1184.3417,L1MA,43
L1MA9_chr2:136296223-136296732,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,783.04663,1197.6044,L1MA,43
L1MA9_chr2:137425674-137427999,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,633.5757,1380.1556,L1MA,43
L1MA9_chr2:138314-138822,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,965.31006,1036.5392,L1MA,43
L1MA9_chr2:139011577-139014277,L1MA9,L1PA13A,85.893,0.0,1602,1659,898,L1MA9,4,1703.4899,-923.0799,L1MA,43
L1MA9_chr2:139014572-139016880,L1MA9,L1PA13A,86.865,0.0,2147,2368,1282,L1MA9,4,1698.0576,-921.55786,L1MA,43
L1MA9_chr2:139017196-139019161,L1MA9,L1PA13A,81.754,0.0,1973,1589,860,L1MA9,4,1573.2079,-974.1082,L1MA,43
L1MA9_chr2:139472047-139472965,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,802.65814,1216.7175,L1MA,43
L1MA9_chr2:13966042-13966959,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,811.72235,1274.2128,L1MA,43
L1MA9_chr2:139980754-139981377,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,-4.030464,-290.5918,L1MA,43
L1MA9_chr2:14000000-14000702,L1MA9,L1MA5,74.926,3.61e-74,674,270,146,L1MA9,394,465.2731,-1010.90393,L1MA,43
L1MA9_chr2:14000753-14002979,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,592.30316,1094.147,L1MA,43
L1MA9_chr2:140073079-140073613,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,915.6806,739.55115,L1MA,43
L1MA9_chr2:141382785-141383503,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,925.38446,1258.3397,L1MA,43
L1MA9_chr2:141938119-141939256,L1MA9,L1MA3,76.124,3.47e-86,645,311,168,L1MA9,394,755.38916,1110.1947,L1MA,43
L1MA9_chr2:142230603-142232137,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,449.01523,984.9372,L1MA,43
L1MA9_chr2:142232147-142232925,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,-314.12155,-451.11295,L1MA,43
L1MA9_chr2:142233306-142234109,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,739.7168,851.8761,L1MA,43
L1MA9_chr2:14342815-14343621,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,764.7627,1237.9716,L1MA,43
L1MA9_chr2:14441571-14443087,L1MA9,L1PB3,73.520,1.01e-82,895,300,162,L1MA9,394,678.1438,1176.9087,L1MA,43
L1MA9_chr2:145422543-145424911,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,356,1711.9689,-1839.527,L1MA,43
L1MA9_chr2:145425331-145427228,L1MA9,L1MA5,76.218,2.01e-115,862,409,221,L1MA9,394,753.31775,1111.7994,L1MA,43
L1MA9_chr2:145705846-145708640,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,571.88214,1249.0299,L1MA,43
L1MA9_chr2:145941510-145942117,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,827.6807,1167.9567,L1MA,43
L1MA9_chr2:145943169-145945884,L1MA9,L1MA5,78.374,4.76e-123,689,435,235,L1MA9,394,491.54163,1498.131,L1MA,43
L1MA9_chr2:145969044-145970281,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,815.28864,1200.3083,L1MA,43
L1MA9_chr2:146111815-146114106,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,522.32745,1302.706,L1MA,43
L1MA9_chr2:146609942-146613334,L1MA9,L1MA5,77.642,0.0,3198,1770,958,L1MA9,394,667.3292,1362.4268,L1MA,43
L1MA9_chr2:146613478-146614690,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,644.1004,858.4262,L1MA,43
L1MA9_chr2:146932627-146934096,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,881.1337,1236.4458,L1MA,43
L1MA9_chr2:147141865-147142656,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,835.14124,1080.7477,L1MA,43
L1MA9_chr2:147323239-147323970,L1MA9,L1MA5,76.248,1.00e-104,741,372,201,L1MA9,394,626.6425,1101.1162,L1MA,43
L1MA9_chr2:149266186-149266705,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,837.8512,1099.3406,L1MA,43
L1MA9_chr2:149668056-149669033,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,523.0282,1323.9243,L1MA,43
L1MA9_chr2:149918499-149922367,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,722.5192,1524.5488,L1MA,43
L1MA9_chr2:150397203-150398660,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,747.52655,1274.2959,L1MA,43
L1MA9_chr2:152779676-152780183,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,562.6488,-865.95337,L1MA,43
L1MA9_chr2:153837426-153839556,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,753.7186,1145.5884,L1MA,43
L1MA9_chr2:154353303-154354405,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,890.965,1041.3071,L1MA,43
L1MA9_chr2:157251655-157252491,L1MA9,L1MA5,78.692,2.33e-146,826,510,276,L1MA9,394,786.05225,1287.6349,L1MA,43
L1MA9_chr2:157252529-157253045,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,789.1074,1119.1298,L1MA,43
L1MA9_chr2:158268442-158269336,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,866.5191,1132.4375,L1MA,43
L1MA9_chr2:158408084-158409065,L1MA9,L1MA5,80.543,8.86e-42,221,163,88,L1MA9,394,773.5562,1476.6309,L1MA,43
L1MA9_chr2:161587501-161588382,L1MA9,L1PA10,72.727,2.96e-16,275,78.7,42,L1MA9,394,829.3873,1045.7986,L1MA,43
L1MA9_chr2:161588382-161590041,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,15,463.48233,-1029.2397,L1MA,43
L1MA9_chr2:161592704-161594227,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,94,344.2693,-2259.922,L1MA,43
L1MA9_chr2:162789336-162791196,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,596.6598,1104.9774,L1MA,43
L1MA9_chr2:163000573-163001230,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,589.14795,1274.3055,L1MA,43
L1MA9_chr2:163001521-163002638,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,813.47833,1181.2457,L1MA,43
L1MA9_chr2:163196138-163197287,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,580.08203,1506.939,L1MA,43
L1MA9_chr2:163778728-163779429,L1MA9,L1MA5,93.902,2.97e-30,82,124,67,L1MA9,394,910.7942,1068.7739,L1MA,43
L1MA9_chr2:164547878-164548872,L1MA9,L1PA1,72.700,1.53e-24,337,106,57,L1MA9,394,884.9026,1114.9642,L1MA,43
L1MA9_chr2:164899664-164902021,L1MA9,L1MA1,78.125,4.07e-133,768,468,253,L1MA9,394,706.70874,1219.5427,L1MA,43
L1MA9_chr2:165466723-165467750,L1MA9,L1PA10,72.381,1.21e-35,525,143,77,L1MA9,394,849.59357,1185.3823,L1MA,43
L1MA9_chr2:167951793-167953036,L1MA9,L1MA5,78.226,2.23e-103,620,368,199,L1MA9,394,596.6065,1351.4594,L1MA,43
L1MA9_chr2:168655005-168655989,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,773.5752,1091.1144,L1MA,43
L1MA9_chr2:170052277-170052999,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,915.88855,1220.0588,L1MA,43
L1MA9_chr2:171095564-171096221,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,569.1166,1099.3351,L1MA,43
L1MA9_chr2:171096773-171097642,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,573.1428,1194.081,L1MA,43
L1MA9_chr2:17183080-17184051,L1MA9,L1MA5,77.329,4.92e-89,569,320,173,L1MA9,394,792.8793,1329.2311,L1MA,43
L1MA9_chr2:17209212-17210230,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,940.428,1274.9287,L1MA,43
L1MA9_chr2:17210529-17213569,L1MA9,L1MA5,76.428,0.0,2783,1363,738,L1MA9,394,711.65234,1185.2325,L1MA,43
L1MA9_chr2:172176255-172176826,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,778.2158,1224.91,L1MA,43
L1MA9_chr2:176585032-176585574,L1MA9,L1MA2,87.500,4.86e-37,128,147,79,L1MA9,394,539.16895,1379.0286,L1MA,43
L1MA9_chr2:176863697-176866412,L1MA9,L1PA16,74.601,6.57e-77,752,281,152,L1MA9,394,1757.8235,-841.1998,L1MA,43
L1MA9_chr2:177862390-177864477,L1MA9,L1MA5,77.875,0.0,1835,1072,580,L1MA9,394,679.80804,1296.4065,L1MA,43
L1MA9_chr2:178350952-178351645,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,1678.5219,-952.213,L1MA,43
L1MA9_chr2:178358230-178358947,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,664.7958,1130.7141,L1MA,43
L1MA9_chr2:178359199-178359805,L1MA9,L1PA10,73.852,3.19e-54,566,204,110,L1MA9,394,835.3409,1298.0464,L1MA,43
L1MA9_chr2:181220768-181222502,L1MA9,L1MA5,80.456,0.0,1622,1186,642,L1MA9,394,662.7219,1266.2141,L1MA,43
L1MA9_chr2:181477133-181478447,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,860.56104,1453.322,L1MA,43
L1MA9_chr2:182710231-182710819,L1MA9,L1MA5,79.298,6.70e-51,285,193,104,L1MA9,394,927.5741,1001.8871,L1MA,43
L1MA9_chr2:183198752-183200482,L1MA9,L1MA5,78.594,2.84e-168,939,584,316,L1MA9,394,668.3539,1294.1721,L1MA,43
L1MA9_chr2:184039963-184040707,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,808.33386,1223.7007,L1MA,43
L1MA9_chr2:185078336-185079708,L1MA9,L1MA5,74.631,4.89e-160,1423,556,301,L1MA9,394,776.902,1162.3044,L1MA,43
L1MA9_chr2:185235329-185238713,L1MA9,L1MA5,75.304,0.0,3126,1301,704,L1MA9,4,1723.398,-944.9643,L1MA,43
L1MA9_chr2:186121113-186121999,L1MA9,L1PB3,75.634,4.64e-64,513,237,128,L1MA9,394,623.2745,1332.9249,L1MA,43
L1MA9_chr2:18691304-18692161,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,435.3629,1372.912,L1MA,43
L1MA9_chr2:18726821-18727635,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,797.788,1064.4487,L1MA,43
L1MA9_chr2:188846115-188847166,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,826.7141,1210.794,L1MA,43
L1MA9_chr2:189328939-189329634,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,871.3349,1154.2858,L1MA,43
L1MA9_chr2:19160160-19161747,L1MA9,L1MA5,76.679,0.0,1325,662,358,L1MA9,394,609.51575,1210.4167,L1MA,43
L1MA9_chr2:192114377-192116477,L1MA9,L1MA5,82.993,1.84e-71,294,263,142,L1MA9,394,675.3735,1055.1552,L1MA,43
L1MA9_chr2:192455016-192456614,L1MA9,L1MA3,74.558,7.87e-114,1018,403,218,L1MA9,394,1748.8885,-856.71436,L1MA,43
L1MA9_chr2:193146662-193147664,L1MA9,L1MA5,72.538,8.86e-57,863,213,115,L1MA9,394,917.72186,1411.4033,L1MA,43
L1MA9_chr2:193637969-193642740,L1MA9,L1MA5,74.468,0.0,1880,682,369,L1MA9,394,533.90967,1235.269,L1MA,43
L1MA9_chr2:194438300-194439278,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,704.0773,1171.113,L1MA,43
L1MA9_chr2:19603847-19604417,L1MA9,L1MA5,82.488,2.16e-105,434,374,202,L1MA9,394,764.5472,1279.8777,L1MA,43
L1MA9_chr2:196574454-196574975,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,508.42487,1184.5808,L1MA,43
L1MA9_chr2:196576353-196576865,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,751.56177,1054.0718,L1MA,43
L1MA9_chr2:196629655-196632087,L1MA9,L1MA5,79.206,0.0,1260,830,449,L1MA9,394,673.51654,1289.8119,L1MA,43
L1MA9_chr2:197060378-197061118,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,873.6859,1095.4652,L1MA,43
L1MA9_chr2:197935777-197937546,L1MA9,L1MA5,79.623,1.34e-171,903,595,322,L1MA9,394,772.5595,1190.9598,L1MA,43
L1MA9_chr2:198176303-198178816,L1MA9,L1MA5,76.165,0.0,1502,730,395,L1MA9,394,720.87695,1276.0294,L1MA,43
L1MA9_chr2:199648243-199651075,L1MA9,L1MA5,77.917,0.0,1834,1064,576,L1MA9,394,751.952,1366.4094,L1MA,43
L1MA9_chr2:199651383-199652765,L1MA9,L1MA5,82.427,7.40e-54,239,204,110,L1MA9,394,468.862,997.6486,L1MA,43
L1MA9_chr2:2008400-2010066,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,508.26593,1255.8334,L1MA,43
L1MA9_chr2:203336999-203337748,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,352.5428,-789.5523,L1MA,43
L1MA9_chr2:204091486-204092311,L1MA9,L1MA5,79.694,4.16e-89,458,320,173,L1MA9,394,1718.8811,-971.0572,L1MA,43
L1MA9_chr2:204092643-204095202,L1MA9,L1MA5,78.945,0.0,2579,1663,900,L1MA9,394,662.4433,1199.3425,L1MA,43
L1MA9_chr2:204147542-204148488,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,762.0397,1314.8901,L1MA,43
L1MA9_chr2:204148482-204149330,L1MA9,L1MA5,79.837,2.28e-171,858,593,321,L1MA9,394,735.3796,1281.9868,L1MA,43
L1MA9_chr2:205026369-205028285,L1MA9,L1MA5,76.731,0.0,1603,806,436,L1MA9,394,1703.3169,-920.4054,L1MA,43
L1MA9_chr2:205028284-205028972,L1MA9,L1MA5,78.684,1.67e-62,380,231,125,L1MA9,394,554.6811,1175.5901,L1MA,43
L1MA9_chr2:206701300-206701928,L1MA9,L1MA2,80.069,2.56e-55,291,207,112,L1MA9,394,579.31836,1316.9911,L1MA,43
L1MA9_chr2:206879512-206881214,L1MA9,L1MA5,77.236,0.0,1722,935,506,L1MA9,394,699.85626,1295.0435,L1MA,43
L1MA9_chr2:21491888-21492541,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,711.6302,982.546,L1MA,43
L1MA9_chr2:22660010-22661251,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,689.24414,1360.9021,L1MA,43
L1MA9_chr2:24287484-24288382,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,797.1298,1183.4825,L1MA,43
L1MA9_chr2:24288976-24289688,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,560.09186,1271.0375,L1MA,43
L1MA9_chr2:2438496-2439365,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,754.657,1143.7677,L1MA,43
L1MA9_chr2:24521112-24521936,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,762.0543,1098.9526,L1MA,43
L1MA9_chr2:24527092-24528341,L1MA9,L1PA10,73.184,1.41e-65,757,243,131,L1MA9,394,720.5476,1191.1327,L1MA,43
L1MA9_chr2:24651026-24651572,L1MA9,L1PA10,76.891,6.38e-31,238,126,68,L1MA9,394,736.7565,1153.0586,L1MA,43
L1MA9_chr2:28055648-28056416,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,875.67145,1059.5824,L1MA,43
L1MA9_chr2:28143098-28143627,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,876.7756,1131.1876,L1MA,43
L1MA9_chr2:2915118-2916091,L1MA9,L1PB1,75.974,1.90e-38,308,152,82,L1MA9,15,454.5419,-1025.209,L1MA,43
L1MA9_chr2:2976978-2978722,L1MA9,L1MA5,76.345,0.0,1784,898,486,L1MA9,394,1656.8629,-922.1979,L1MA,43
L1MA9_chr2:31825-32563,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,900.9208,1194.8712,L1MA,43
L1MA9_chr2:3225545-3226692,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,709.6384,1114.4532,L1MA,43
L1MA9_chr2:3230588-3232542,L1MA9,L1MA5,76.859,0.0,2031,1046,566,L1MA9,394,675.6837,1256.8529,L1MA,43
L1MA9_chr2:32891566-32892332,L1MA9,L1MA5,77.025,2.88e-115,753,407,220,L1MA9,394,715.4178,1500.3875,L1MA,43
L1MA9_chr2:35868084-35868622,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,937.1111,1408.9834,L1MA,43
L1MA9_chr2:35868625-35869260,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,763.931,1135.3939,L1MA,43
L1MA9_chr2:3617762-3619633,L1MA9,L1MA5,78.171,1.54e-111,678,396,214,L1MA9,394,722.6403,1345.9209,L1MA,43
L1MA9_chr2:3619925-3621888,L1MA9,L1MA3,76.414,0.0,1768,874,473,L1MA9,394,451.95166,1073.5176,L1MA,43
L1MA9_chr2:36207601-36209046,L1MA9,L1MA5,76.242,5.16e-160,1107,556,301,L1MA9,394,938.89197,1386.1512,L1MA,43
L1MA9_chr2:36209447-36211078,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,1757.3171,-968.8293,L1MA,43
L1MA9_chr2:36274642-36275189,L1MA9,L1MA5,81.473,2.10e-95,421,340,184,L1MA9,394,575.01294,1168.0176,L1MA,43
L1MA9_chr2:36719942-36720472,L1MA9,L1MA5,81.890,4.24e-117,508,412,223,L1MA9,394,738.6789,1318.3333,L1MA,43
L1MA9_chr2:37608486-37609116,L1MA9,L1MA5,84.551,1.02e-168,602,584,316,L1MA9,394,630.3248,1399.0654,L1MA,43
L1MA9_chr2:377374-377981,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,716.7642,634.6299,L1MA,43
L1MA9_chr2:378813-379845,L1MA9,L1MA3,82.353,9.00e-67,289,246,133,L1MA9,394,663.9595,1388.8038,L1MA,43
L1MA9_chr2:39100025-39100633,L1MA9,L1MA5,78.761,1.81e-96,565,344,186,L1MA9,394,1768.5813,-928.3933,L1MA,43
L1MA9_chr2:39640843-39641382,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,824.423,1136.2252,L1MA,43
L1MA9_chr2:39691922-39692450,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,877.2709,1009.27954,L1MA,43
L1MA9_chr2:40055228-40056102,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,890.6433,1089.5112,L1MA,43
L1MA9_chr2:40778605-40779442,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,631.87915,1041.4011,L1MA,43
L1MA9_chr2:40779581-40780381,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,1011.16144,0.6854668,L1MA,43
L1MA9_chr2:410901-412736,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,880.8539,1171.0131,L1MA,43
L1MA9_chr2:412761-416614,L1MA9,L1MA2,81.579,4.70e-20,114,93.5,50,L1MA9,394,525.17584,1043.7535,L1MA,43
L1MA9_chr2:41421517-41422877,L1MA9,L1MA5,77.391,0.0,1234,686,371,L1MA9,394,645.48804,1396.47,L1MA,43
L1MA9_chr2:41511524-41512386,L1MA9,L1PB1,74.754,1.02e-30,305,126,68,L1MA9,394,807.35876,1320.1819,L1MA,43
L1MA9_chr2:43965358-43966414,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,642.3313,1357.9253,L1MA,43
L1MA9_chr2:45742451-45743415,L1MA9,L1MA5,77.605,2.90e-96,643,344,186,L1MA9,394,526.6717,1090.9631,L1MA,43
L1MA9_chr2:48624487-48625574,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,891.9203,989.7131,L1MA,43
L1MA9_chr2:48625881-48626581,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,530.247,1285.0636,L1MA,43
L1MA9_chr2:49682899-49683613,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,859.7566,1204.3734,L1MA,43
L1MA9_chr2:51480895-51481896,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,875.45905,1074.9272,L1MA,43
L1MA9_chr2:51653032-51654187,L1MA9,L1MA5,79.376,5.95e-79,417,287,155,L1MA9,394,826.8113,1316.8008,L1MA,43
L1MA9_chr2:51685257-51686411,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,893.4103,1177.3713,L1MA,43
L1MA9_chr2:5281069-5282646,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,1726.7788,-972.69495,L1MA,43
L1MA9_chr2:53415034-53416033,L1MA9,L1MA5,77.950,3.07e-81,517,294,159,L1MA9,394,641.14984,1370.6887,L1MA,43
L1MA9_chr2:54189055-54190269,L1MA9,L1MA5,78.211,4.57e-120,693,424,229,L1MA9,394,743.74915,1345.3904,L1MA,43
L1MA9_chr2:54920063-54922933,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,793.2777,1292.8943,L1MA,43
L1MA9_chr2:55820228-55822357,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,776.7931,1272.7753,L1MA,43
L1MA9_chr2:56502139-56502644,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,1061.004,1038.8804,L1MA,43
L1MA9_chr2:56890343-56891147,L1MA9,L1MA5,76.667,1.84e-107,750,381,206,L1MA9,394,901.7927,1289.4751,L1MA,43
L1MA9_chr2:56891143-56892081,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,623.5547,1059.2314,L1MA,43
L1MA9_chr2:57930642-57932148,L1MA9,L1PB3,70.801,8.07e-54,1161,204,110,L1MA9,394,779.29517,1170.5374,L1MA,43
L1MA9_chr2:57932156-57933303,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,509.70413,928.83246,L1MA,43
L1MA9_chr2:59049826-59050351,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,795.21295,982.14325,L1MA,43
L1MA9_chr2:6057018-6057708,L1MA9,L1MA5,78.856,5.97e-67,402,246,133,L1MA9,394,699.1908,1373.7135,L1MA,43
L1MA9_chr2:6057838-6058672,L1MA9,L1MA5,72.817,7.35e-57,813,213,115,L1MA9,394,1755.5535,-963.58374,L1MA,43
L1MA9_chr2:6083097-6083743,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,1030.165,910.9773,L1MA,43
L1MA9_chr2:61360055-61360665,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,908.77167,1069.677,L1MA,43
L1MA9_chr2:61361419-61361967,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,450.6752,1290.5869,L1MA,43
L1MA9_chr2:63329700-63330778,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,910.76013,1140.7075,L1MA,43
L1MA9_chr2:63632043-63633779,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,440.88904,634.0552,L1MA,43
L1MA9_chr2:63634062-63636436,L1MA9,L1MA5,79.396,0.0,1689,1133,613,L1MA9,15,441.5238,-996.9952,L1MA,43
L1MA9_chr2:63637381-63638488,L1MA9,L1PB1,75.312,1.01e-36,320,147,79,L1MA9,394,652.1038,1161.0878,L1MA,43
L1MA9_chr2:69885943-69886566,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,951.80444,992.2212,L1MA,43
L1MA9_chr2:70350015-70350997,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,779.2933,1090.5059,L1MA,43
L1MA9_chr2:70351126-70351652,L1MA9,L1PB3,75.984,2.70e-69,508,254,137,L1MA9,394,555.3417,1286.2133,L1MA,43
L1MA9_chr2:72384247-72386160,L1MA9,L1MA5,80.031,0.0,1948,1386,750,L1MA9,394,658.0158,1278.5671,L1MA,43
L1MA9_chr2:73310060-73310601,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,838.9063,1324.7561,L1MA,43
L1MA9_chr2:73310630-73311709,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,488.22495,1237.545,L1MA,43
L1MA9_chr2:73402559-73403898,L1MA9,L1PB3,73.630,2.98e-132,1369,464,251,L1MA9,394,786.2478,1228.3098,L1MA,43
L1MA9_chr2:73404198-73404899,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,504.2268,1003.61255,L1MA,43
L1MA9_chr2:73405213-73406430,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,536.4756,1147.4053,L1MA,43
L1MA9_chr2:74298156-74298764,L1MA9,no match,no match,no match,no match,no match,no match,L1MA9,394,909.3747,1213.4418,L1MA,43
